Text,Date,Cheerfullness,Negativity,Anger,Analytical,Confident,Tentative,Openness,Conscientiousness,Agreeableness,Sent. Type,Sent. Score
Wishing John Belushi was around to parody this...   Wisconsin State Fair is in MKE. w/ chocolate-covered bacon.,8/12/09 3:07,0,0,0,0,0,0,0.005294118,-0.014117647,0.036470588,-0.189744,negative
RIP Les Paul,8/13/09 18:48,0,0,0,0,0,0,0,0,0,-0.865999,negative
"Phil Gilbert, Jr. Disappearing gigs are not cool.",8/13/09 18:49,0,0,0,0,0,0,-0.06375,-0.02125,0.0175,-0.628803,negative
"I didn't know you were a boxer!   Yes, this is how some folks find my articles:",8/13/09 23:33,0,0,0,0.050769231,0,0.025384615,-0.19,-0.045,0.085,0.177665,positive
Whoever brought Popeye's to DFW should be knighted.,8/14/09 1:55,0,0,0,0,0,0,0.054444444,0.03,0.023333333,0,neutral
"Phil Gilbert, Jr. iPhone restore? You too? When I left your house, mine was hosed. Power spike maybe?",8/15/09 5:00,0,0,0,0,0,0.009705882,-0.174444444,0.007222222,0.111111111,-0.347117,negative
3 minutes of the best rock 'n roll screams of all time?  Already ordered my copy...,8/18/09 13:04,0.0275,0.01375,0,0,0.041666667,0,-0.071875,0.02375,0.0525,-0.332014,negative
3 minutes of the best rock 'n roll screams of all time?  Already ordered my copy...,8/18/09 13:06,0.0275,0.01375,0,0,0.041666667,0,-0.071875,0.02375,0.0525,-0.332014,negative
"On CIO Talk Radio today, discussing ""The Human Side of BPM""",8/19/09 11:38,0,0,0,0,0,0,-0.13,-0.036363636,0.106363636,0.33846,positive
"Jessica Gilbert Phil Gilbert, Jr. Best literal video ever?  You decide...",8/20/09 2:44,0.034736842,0,0,0.017368421,0,0,-0.103636364,0.017272727,0.079090909,0.639565,positive
It's weird when a person's voice mail sounds so real you start talking after they answer. It's not right.  You waste vocal chords.,8/21/09 0:37,0,0.011785714,0,0.011785714,0,0,-0.170869565,-0.02826087,0.085217391,-0.488482,negative
I can't figure out if it's  or (via...). These Twitter clients have got to decide!,8/21/09 0:42,0,0,0,0.03,0,0,-0.102,-0.07,0.037333333,-0.091246,negative
"You know you're screwed when TSA agent says ""hope you're OK in Moscow, it's sketchy over there."" Da.",8/23/09 14:41,0.038076923,0.012692308,0.055555556,0.025384615,0,0.012692308,-0.248333333,-0.060555556,0.123888889,-0.71996,negative
Cruel & unusual punishment: stupid little commuter jets for more than 1 1/2 hour flights.,8/23/09 18:13,0,0.052105263,0.2,0.017368421,0,0,-0.043333333,-0.078666667,-0.046,-0.810235,negative
"Child of the Cold War finding non-stop flight ATL-Moscow disorienting. Happily, to stroller babies, college backpackers it's all routineâ€_",8/23/09 19:52,0.024444444,0,0,0.012222222,0.037037037,0.012222222,-0.048421053,-0.024210526,0.036315789,0.0172941,positive
"Kate Gilbert Don't worry, they have Office Depots in Provence. Maybe. Well, anyway, Bon Voyage!!!",8/24/09 18:52,0,0,0,0,0,0.025384615,-0.052,-0.03,0.028,0.669446,positive
"Kate Gilbert listen to jess, if only to stop Phil Gilbert, Jr. from playing Billy Joel into The Fire all day long.  Jessica Gilbert DOOON'T GOOOOO.",8/25/09 0:11,0.009705882,0,0,0,0.029411765,0.009705882,-0.037692308,-0.019615385,0.042692308,-0.469603,negative
No 3G in Russia.  Keeping tweets to 70 characters.,8/25/09 12:20,0,0,0,0,0,0,0.026666667,-0.018888889,0.032222222,0.0268261,positive
Moscow traffic moving at the speed of Edge network.,8/25/09 12:46,0.008918919,0,0,0,0.027027027,0,-0.0948,-0.0232,0.044,0,neutral
From Russia w/ Love (for #BPM). Cultural turbulence: Deep business engagement implies weakness in IT? I'll discuss at Gartner/Cannes Nov.,8/26/09 0:31,0.022758621,0.01137931,0,0,0,0,-0.054761905,-0.019047619,0.053809524,-0.0458378,negative
From Russia w/ Love (for #BPM). BPM as catalyst: gov't-owned banks to move economy to more consumer-driven. Deep business engagement req'd.,8/26/09 0:39,0.02,0,0,0,0,0,-0.007619048,0,0.01952381,0.0786833,positive
"Kate Gilbert Jessica Gilbert Phil Gilbert, Jr.  any word from Athens?",8/26/09 0:54,0,0,0,0,0,0.022,0.015454545,-0.009090909,0,-0.629344,negative
The amount of time I can waste tweaking hilarity down to 140 is frightening. If it just weren't so damn funny it wouldn't be worth it.,8/26/09 1:12,0,0.036666667,0.038461538,0,0,0,-0.096153846,-0.055,0.017307692,-0.593464,negative
"Jessica Gilbert which is why my ""Gerbil bin Laden"" tweet never saw light of Twitter. So funny. So many characters.",8/26/09 1:14,0.025384615,0,0,0,0,0,-0.081,-0.031,0.0285,0.190089,positive
"Imagine if Lenny Bruce had been a twittermedian like John Hodgman   Instead, Lenny would never have have been arrested for saying, in public, fu",8/26/09 1:20,0,0,0,0,0,0,-0.065384615,-0.003076923,0.038461538,0,neutral
I'm always amazed when it's more difficult to get out of a country than to get in. Most people are glad to see me go...,8/26/09 7:24,0.03,0.01,0,0.03,0.03030303,0,-0.1236,-0.0264,0.0712,0.730901,positive
"On GPS, Bob Dylan Might Guide Lost Drivers Home -",8/28/09 10:03,0,0.050769231,0,0,0,0.025384615,-0.082222222,-0.033333333,0.062222222,-0.334092,negative
Lombardi Blueprint: the best corporate BPM repository in the world. August update at,8/29/09 18:46,0.031428571,0,0,0,0,0,0.027692308,0.043846154,0.048461538,0.715886,positive
"""August '09 Update""  is now live! Log in now to check out BPMN 2.0, search, and feed improvements.",8/29/09 18:47,0.024444444,0,0,0.012222222,0,0,-0.077894737,0.014210526,0.097894737,0.488944,positive
Marcia Ball is a Saturday night!  (Except in 2 weeks when we see her w/ Toussaint in Ft. Worth on a Friday night...),8/29/09 23:21,0,0,0,0.018857143,0,0,-0.100869565,0.019130435,0.107826087,0.402402,positive
Scott Francis Process for the Enterprise Â» Blog Archive Â» Lombardiâ€™s August Blueprint Update,8/31/09 18:24,0,0,0,0,0,0,0.0125,0.015,0.01,0.718593,positive
"Jessica Gilbert Phil Gilbert, Jr.  Kate Gilbert #thebartender didn't jettaswipe. 1st date a success!  Dad issues sigh of relief.",9/1/09 2:49,0,0,0,0,0,0,-0.016315789,0.003157895,0.027894737,-0.193755,negative
You shouldn't call your siblings 'twits'.,9/2/09 8:31,0,0,0,0,0,0,-0.341666667,-0.105,0.151666667,-0.319875,negative
"Kate Gilbert um, yes, actually I am jealous. Did Michelle serve you that amazing cheese from... Hmm, somewhere, she'll remember.",9/2/09 8:33,0.011785714,0.011785714,0.05,0.011785714,0,0,-0.12,-0.0365,0.0435,-0.00653028,negative
Moved birthday this year to 9/9 to coincide w/ release of remastered Beatles' catalog. #subtle_hint,9/2/09 8:58,0,0,0,0,0,0,-0.00875,0.005625,0.0475,0.418697,positive
"Simply a marketing ploy to tout The Beatles' remasters out on 9/9? ""YOKOBAMA SELLOUT""  GeorgeStephanopoulos Obama to address joint session 9/9",9/3/09 1:17,0,0,0,0.012222222,0,0,0.016956522,0.004782609,0.037826087,-0.569243,negative
"Trying to fit retweets into 140 chars after 2 Manhattans takes, well, a third Manhattan.",9/3/09 1:22,0,0,0,0,0,0,-0.013333333,0.006666667,0.051333333,0.26324,positive
"Interestingly,  also points out that The Beatles' remasters arrive 9/9.",9/3/09 4:15,0.02,0,0,0,0.03030303,0.01,-0.058571429,-0.005238095,0.054285714,0,neutral
Social Technologies Will Drive The Next Wave Of BPM Suites  Lombardi Blueprint is blazing the path!,9/3/09 21:06,0,0,0,0,0,0,-0.011875,0.016875,0.01625,0.82294,positive
"Portland tonight, the Dundee hills tomorrow. Oregon Pinot country here we come. But first... A quick root canal...",9/4/09 20:38,0,0,0,0.019411765,0,0,-0.075555556,-0.007222222,0.068333333,0.288367,positive
"can't you please be as neat & on-time as Jessica Gilbert for once? You're not going to have her to kick around forever, you know.",9/4/09 21:11,0,0,0,0,0,0,-0.142083333,-0.015416667,0.099583333,-0.401854,negative
Detour down Route Canal Blvd means cheap seats on AA.  View from 24E. Look at all those happy faces.,9/4/09 21:14,0.021290323,0,0,0.010645161,0.032258065,0,-0.051052632,-0.016842105,0.048947368,0.121783,positive
"The things you hear at Seat 24E:  ""That's why I do what I do, I don't want to deal with cadavers."" Probably another BPM vendor.",9/4/09 21:16,0,0,0,0,0,0.04125,-0.1312,-0.0456,0.0464,-0.211999,negative
"One down, Carabella Vineyards' Mike Hallock led us through the 2006 class... Including his Robt. Parker 90 Inchanon. Wow!",9/5/09 18:25,0,0,0,0,0,0,-0.071578947,0.004736842,0.104210526,0.544583,positive
"Jessica Gilbert Vineyard 1: ""This is a Pinot from the Dark Side"" ""Oh Jess, get your glass in there""",9/5/09 18:30,0,0,0,0.014347826,0,0,0.024210526,-0.001052632,0,0,neutral
"Domaine Serene: ""10 minutes of air required to get rid of the Pinot funk."" Good to know. But who let's a glass of Pinot sit for 10 minutes?",9/5/09 19:55,0.00825,0,0,0.0165,0,0.00825,-0.05,-0.009285714,0.054285714,0.259833,positive
"Jessica Gilbert on drinking Pinot in the limo: ""I didn't mind that they were champagne glasses, I minded that they were small!""",9/5/09 19:57,0,0,0,0,0,0,-0.134545455,-0.022272727,0.098181818,-0.205134,negative
"Beaux Freres vineyard: what a special property! But Jess ""cutting the butt"" in the car? Even more specialâ€_ Phil Gilbert, Jr. you should be here",9/5/09 23:13,0.017837838,0,0,0.008918919,0,0.008918919,-0.0348,-0.0288,0.0528,0.0289193,positive
"That was out of context!  I actually cut a big piece (ie slab) of cheese!!! I was not being abstract, I meant literally.",9/5/09 23:17,0,0.014347826,0.043478261,0.028695652,0,0,-0.087391304,-0.03826087,0.035217391,0.145767,positive
Twitter wars are ON girl.,9/5/09 23:18,0,0,0,0,0,0,-0.030625,-0.025625,0.0525,0,neutral
"Instant msging isn't instant anymore. Online people aren't online at all, just have cell phones on. Need Truly Instant Messaging.",9/11/09 12:26,0,0,0,0,0.125,0,-0.11,-0.032,0.051,-0.361588,negative
"William's offspring?  Hmm, doesn't appear to be...  Jessica Gilbert  Stoked. Fave author Augusten Burroughs  to TV",9/11/09 12:46,0,0,0,0,0,0,-0.036875,-0.016875,0.026875,0.240608,positive
In Ft. Worth for Allen Toussaint & Marcia ball... What a great pairing!,9/11/09 23:28,0,0,0,0,0,0,0.046666667,-0.001666667,0.005833333,0.708115,positive
Marcia Ball in Ft. Worth    Nawlins blues on a rainy Friday...,9/12/09 1:16,0,0,0,0,0,0,0.015454545,0.024545455,0.041818182,-0.24127,negative
"Marcia: peace, love & barbeque. Lisa: Yankees never sang a song about food!",9/12/09 1:29,0.12375,0,0,0,0,0,-0.0875,-0.016666667,0.085,0.293198,positive
Been waiting since 1970 for this... Allen Toussaint...,9/12/09 2:17,0,0,0,0.0275,0,0.0275,0.00375,-0.0425,0.035,-0.260416,negative
ToussInt soliloquy and intro absolutely flawless. Proves again my maxim:  you can't REALLY play music 'til you're 60. Shit. 7 years to go.,9/12/09 2:40,0.028695652,0.014347826,0.043478261,0,0.043478261,0,-0.183913043,-0.023913043,0.089130435,0.00699506,positive
"Scary but nice alliteration.., Pyjama'd dude in Penn station propositioning people to play chess in the NJTransit waiting lounge",9/12/09 4:36,0.028695652,0,0,0.014347826,0,0.014347826,-0.032105263,-0.028421053,0.052631579,0.325747,positive
My kids have been silent on the Twit tonight.  WHAT'S UP???,9/12/09 5:46,0,0,0,0,0,0,-0.141818182,0.011818182,0.098181818,-0.352282,negative
Jessica Gilbert no way I was up at 1am.  Must have sleep-tweeted that. Sleep tweeting is an oft misunderstood malady.,9/12/09 17:03,0,0,0,0.017368421,0,0,-0.078,-0.0195,0.048,0.0117826,positive
I can't figure out if this means the terrorists won or we did. Dow Jones close on 9/11/09: 9605. Dow Jones close on 9/11/01: 9605.,9/12/09 18:37,0,0,0.034482759,0,0,0,-0.116896552,-0.034137931,0.105862069,-0.601105,negative
Oxymoron: 'Good point Bill Kristol' #RoveIsAFrigginIdiot  Karl Rove Good point Bill Kristol,9/15/09 3:13,0.04125,0,0,0,0,0,-0.045,0,0.03,-0.890946,negative
What's a tweet worth? Apparently $9.95   Dave Marquard In flight wifi -- how did I ever live without it?,9/16/09 21:50,0,0,0,0,0,0,-0.075789474,-0.030526316,0.048421053,0.106821,positive
"Good, maybe CEOs finally retaking control of business info   Russ Stalters of BP: CIOs abandoning Info & becoming CTOs",9/16/09 21:56,0.045,0.03,0,0,0,0.045,-0.032777778,-0.023333333,0.02,0.563311,positive
Or a Rube Goldberg device...   Russ: Sharepoint is a swiss army knife. hard 2 find people who know what it can do... #ecm,9/16/09 21:58,0,0,0,0.031935484,0,0.010645161,-0.063913043,-0.023043478,0.026521739,-0.378421,negative
Jessica Gilbert arrgghh I just finished a ride... Would have loved to cool off with a T of B viewing!,9/16/09 21:59,0.0275,0,0,0.01375,0,0.01375,-0.054,-0.0165,0.072,0.585297,positive
"Phil Gilbert, Jr. re Harry dean Stanton: check out Big Love.",9/19/09 10:29,0.044,0,0,0.022,0,0,-0.061818182,-0.014545455,0.063636364,0.659043,positive
"Finally all The Beatles stereo remasters on iPhoneâ€_ ready to preach #BPM gospel in Brazil, Saudi Arabia, Kuwait, France, USA next 40 days...",9/19/09 13:33,0.024444444,0,0,0,0.037037037,0,-0.017391304,0.013478261,0.059130435,0.301219,positive
"David Bromberg at the Cactus Cafe tonight.  Waited since I first heard ""(Send me to) The Electric Chair"" in about 72 for this one!",9/20/09 0:52,0,0,0,0.0103125,0,0.0103125,-0.032083333,-0.00625,0.05875,0.340986,positive
"Not your normal rock concert... Average age is, well, about my age!",9/20/09 0:52,0,0,0,0,0,0,-0.158333333,-0.008333333,0.0875,0.0497791,positive
I take that back about me being the average age.  Somebody just called me Sonny.,9/20/09 0:59,0,0,0,0.014347826,0,0.028695652,-0.192666667,-0.026666667,0.096666667,-0.31338,negative
Richard Veryard yeah... Still looking for that younger one though... What if it's me who's bringing the average down?,9/20/09 1:14,0.014347826,0,0,0.014347826,0,0,-0.107894737,-0.027368421,0.064736842,-0.419307,negative
"Could have picked Joe ely and Bobby Keys who are playing upstairs tonight... Bromberg's audience more, um, mature... Maybe.",9/20/09 1:16,0.014347826,0,0,0,0,0.014347826,-0.085263158,-0.008421053,0.054210526,0.582092,positive
Jessica Gilbert It's midnight. Still out!  That's twice in 2 weeks!!,9/20/09 4:59,0,0,0,0.028695652,0,0,-0.051818182,-0.020909091,0.071818182,0.250337,positive
Gingerman Austin reopens!  Makes me happy...,9/20/09 18:52,0.047142857,0,0,0,0,0,-0.183333333,0,0.085,0.491512,positive
Ugh. DFW and 2 hours of mechanical. Sao Paulo you better be worth it...,9/23/09 2:12,0.015,0.015,0,0,0,0,-0.087857143,0.003571429,0.059285714,0.0728325,positive
"Swine flu, oops I mean H1N1 has created a bonanza for forms companies. By the time I finish filling it in I'm feeling a bit nauseous. Uh ohâ€_",9/23/09 2:42,0.00825,0,0,0.0165,0,0,-0.083214286,0.005714286,0.055714286,-0.676387,negative
Landing in Sao Paolo. Lines between country and city are stark.,9/23/09 12:31,0,0,0,0,0,0,0.026363636,0,0.047272727,0.520943,positive
Twitterific fact: largest Japanese population outside Japan is in... Sao Paolo.  (eg I am eating Japanese tonight),9/23/09 21:58,0,0,0,0.015,0,0,-0.087777778,0.003333333,0.058333333,0,neutral
"Craig Moser Mozilla needs to vaporize, not ribbonize.  Mitchell, your 15 minutes are up... And Google, why do you subsidize this?",9/23/09 22:01,0,0,0,0.015714286,0,0,-0.101428571,-0.021904762,0.072857143,-0.178942,negative
"Sao Paulo speech update: One hour on the dot and nobody fell asleep. That guy in the corner was dead, not asleep.  I swear.",9/24/09 14:51,0,0,0,0,0,0,-0.055416667,-0.015833333,0.069166667,-0.411817,negative
"Speech: BPM has nothing to do with BPEL, six sigma or lean. I reject the lineage that technologists AND business process people claim.",9/24/09 14:53,0,0.010645161,0,0.021290323,0,0.010645161,-0.038695652,-0.034782609,0.032608696,-0.400193,negative
"BPM descends from the cultural changes wrought by politics, the Internet and Pong, not from programmers and process weenies.",9/24/09 14:56,0,0,0,0,0,0,0.044210526,0.000526316,0.018947368,-0.650891,negative
"BPM is defined by one, and only one, trait: the granular involvement of the business in the control and consumption of their digital assets.",9/24/09 14:58,0.022,0.022,0,0,0.033333333,0,-0.119444444,-0.050555556,0.087222222,0,neutral
A man could make a fortune operating a helicopter service from airport to city center in Sao Paulo.  Traffic is NUTS!,9/24/09 23:25,0,0,0,0,0,0,0.021904762,-0.004285714,0.00952381,-0.741514,negative
"um, you have NO punctuation. Are you being ironic? And what the hell is (.Y.)?  Jessica Gilbert (.Y.)  (for National Punctuation Day)",9/24/09 23:28,0,0.008684211,0,0,0,0,-0.080909091,-0.019090909,0.032727273,-0.386171,negative
Admiral's Club no place to sneeze these days. People glare at you then leave. Wait a sec: Admiral's Club a great place to sneeze these days,9/24/09 23:35,0.025384615,0,0,0,0,0.012692308,-0.081153846,0.001923077,0.070769231,-0.119077,negative
"Hertz bus recording: ""directions are at the counter, available in 6 languages"". But that instruction is only in English.",9/30/09 16:29,0.008918919,0,0,0,0,0,-0.044285714,0.002857143,0.027142857,0,neutral
68 degree perfection... But the are some things I don't miss about LA,9/30/09 16:45,0.047142857,0,0,0,0,0,-0.113846154,-0.056153846,0.025384615,0.208116,positive
And some things I do miss...,9/30/09 18:37,0,0.066,0,0,0,0.033,-0.148333333,-0.065,0.036666667,-0.748699,negative
"ACL The Knux: ""Sound man sound man I'm gonna need this loud as f**k. Bring it to the red line for me.""",10/2/09 19:04,0,0,0,0,0,0,-0.089565217,-0.032173913,0.046521739,-0.499706,negative
"ACL Avett Bros.  On stage an upright bass, already looking promising...",10/2/09 19:15,0.044,0,0,0,0,0,-0.044545455,0.03,0.073636364,-0.329819,negative
ACL Avett Brothers:  holy Toledo. I am being blown away by these guys.  Must. Buy. New. Record.,10/2/09 19:36,0,0,0,0,0,0,-0.088823529,-0.015882353,0.038235294,-0.292122,negative
"ACL Avett Bros. ""3 words that became hard to say / I and love and you."" Listen for this band in your hometown.  Big time.",10/2/09 20:54,0.018333333,0,0,0.018333333,0,0,-0.1425,-0.035,0.146666667,0.454933,positive
"ACL slow start on a drizzly Saturday. First up: Mute Math, then Grizzly Bear. RIP Tim Treadwell.",10/3/09 19:33,0,0,0,0,0,0,-0.051764706,0.04,0.059411765,-0.603517,negative
"ACL 20 minutes into Grizzly Bear... Still waiting for a melody.  Cole Porter, Brian Wilson they aren't.",10/3/09 20:19,0,0,0,0,0,0.022,-0.030588235,-0.005882353,0.047058824,-0.373523,negative
